alarm_time,alarm_end,duration_h
2018-10-25 00:00:00+00:00,2018-10-25 00:45:00+00:00,0.75
2018-10-25 08:45:00+00:00,2018-10-25 09:15:00+00:00,0.5
2018-10-25 19:45:00+00:00,2018-10-25 20:00:00+00:00,0.25
2018-10-25 22:15:00+00:00,2018-10-26 00:15:00+00:00,2.0
2018-10-26 07:30:00+00:00,2018-10-26 09:15:00+00:00,1.75
2018-10-26 11:30:00+00:00,2018-10-26 19:45:00+00:00,8.25
2018-10-27 01:15:00+00:00,2018-10-27 02:00:00+00:00,0.75
2018-10-27 07:30:00+00:00,2018-10-27 08:45:00+00:00,1.25
2018-10-28 07:00:00+00:00,2018-10-28 09:45:00+00:00,2.75
2018-10-28 11:30:00+00:00,2018-10-28 15:45:00+00:00,4.25
2018-10-30 13:15:00+00:00,2018-11-01 09:00:00+00:00,43.75
2018-11-01 11:15:00+00:00,2018-11-01 12:00:00+00:00,0.75
2018-11-02 00:00:00+00:00,2018-11-02 03:15:00+00:00,3.25
2018-11-02 20:00:00+00:00,2018-11-02 21:15:00+00:00,1.25
2018-11-03 04:15:00+00:00,2018-11-03 06:00:00+00:00,1.75
2018-11-03 08:15:00+00:00,2018-11-03 10:15:00+00:00,2.0
2018-11-04 20:15:00+00:00,2018-11-04 21:45:00+00:00,1.5
2018-11-06 06:30:00+00:00,2018-11-06 10:15:00+00:00,3.75
2018-11-07 07:30:00+00:00,2018-11-07 07:45:00+00:00,0.25
2018-11-09 07:15:00+00:00,2018-11-09 08:45:00+00:00,1.5
2018-11-10 05:15:00+00:00,2018-11-14 00:30:00+00:00,91.25
2018-11-14 08:30:00+00:00,2018-11-14 17:15:00+00:00,8.75
2018-11-15 23:15:00+00:00,2018-11-15 23:30:00+00:00,0.25
2018-11-16 09:00:00+00:00,2018-11-16 09:15:00+00:00,0.25
2018-11-16 19:15:00+00:00,2018-11-16 20:30:00+00:00,1.25
2018-11-16 23:30:00+00:00,2018-11-16 23:45:00+00:00,0.25
2018-11-17 13:30:00+00:00,2018-11-17 18:00:00+00:00,4.5
2018-11-18 08:45:00+00:00,2018-11-18 15:45:00+00:00,7.0
2018-11-21 01:30:00+00:00,2018-11-21 03:45:00+00:00,2.25
2018-11-21 05:00:00+00:00,2018-11-21 07:15:00+00:00,2.25
2018-11-21 09:00:00+00:00,2018-11-21 11:00:00+00:00,2.0
2018-11-21 13:00:00+00:00,2018-11-21 15:30:00+00:00,2.5
2018-11-22 05:15:00+00:00,2018-11-22 05:45:00+00:00,0.5
2018-11-22 19:30:00+00:00,2018-11-22 20:45:00+00:00,1.25
2018-11-27 13:00:00+00:00,2018-11-27 16:30:00+00:00,3.5
2018-11-28 08:45:00+00:00,2018-11-28 10:45:00+00:00,2.0
2018-12-01 00:45:00+00:00,2018-12-01 01:00:00+00:00,0.25
2018-12-07 17:45:00+00:00,2018-12-07 18:30:00+00:00,0.75
2018-12-11 05:15:00+00:00,2018-12-11 07:15:00+00:00,2.0
2018-12-11 10:30:00+00:00,2018-12-11 15:15:00+00:00,4.75
2018-12-23 08:45:00+00:00,2018-12-23 11:00:00+00:00,2.25
2018-12-24 14:30:00+00:00,2018-12-24 15:00:00+00:00,0.5
2018-12-24 16:15:00+00:00,2018-12-24 18:30:00+00:00,2.25
2018-12-25 09:30:00+00:00,2018-12-25 10:00:00+00:00,0.5
2018-12-25 12:45:00+00:00,2018-12-25 13:30:00+00:00,0.75
2018-12-26 00:45:00+00:00,2018-12-26 01:15:00+00:00,0.5
2018-12-26 10:00:00+00:00,2018-12-26 11:00:00+00:00,1.0
2018-12-28 16:45:00+00:00,2018-12-29 05:45:00+00:00,13.0
2018-12-29 16:15:00+00:00,2018-12-29 17:30:00+00:00,1.25
2019-01-09 20:30:00+00:00,2019-01-09 22:00:00+00:00,1.5
2019-01-11 02:00:00+00:00,2019-01-11 02:30:00+00:00,0.5
2019-01-11 13:15:00+00:00,2019-01-11 14:15:00+00:00,1.0
2019-01-13 09:30:00+00:00,2019-01-13 12:45:00+00:00,3.25
2019-01-18 18:00:00+00:00,2019-01-18 19:00:00+00:00,1.0
2019-01-19 06:15:00+00:00,2019-01-19 07:30:00+00:00,1.25
2019-01-26 02:00:00+00:00,2019-01-26 04:15:00+00:00,2.25
2019-01-26 05:30:00+00:00,2019-01-26 06:00:00+00:00,0.5
2019-01-30 16:15:00+00:00,2019-01-30 18:15:00+00:00,2.0
2019-02-01 06:45:00+00:00,2019-02-01 12:30:00+00:00,5.75
2019-02-01 14:00:00+00:00,2019-02-01 14:30:00+00:00,0.5
2019-02-01 18:45:00+00:00,2019-02-01 23:15:00+00:00,4.5
2019-02-02 09:00:00+00:00,2019-02-02 09:30:00+00:00,0.5
2019-02-02 17:30:00+00:00,2019-02-02 19:30:00+00:00,2.0
2019-02-03 17:15:00+00:00,2019-02-03 18:30:00+00:00,1.25
2019-02-06 10:30:00+00:00,2019-02-06 11:00:00+00:00,0.5
2019-02-07 05:45:00+00:00,2019-02-07 08:15:00+00:00,2.5
2019-02-10 18:45:00+00:00,2019-02-10 20:15:00+00:00,1.5
2019-02-11 08:45:00+00:00,2019-02-11 10:15:00+00:00,1.5
2019-02-13 08:15:00+00:00,2019-02-13 09:30:00+00:00,1.25
2019-02-13 11:45:00+00:00,2019-02-13 20:30:00+00:00,8.75
2019-02-13 23:30:00+00:00,2019-02-14 02:30:00+00:00,3.0
2019-02-14 05:30:00+00:00,2019-02-14 07:00:00+00:00,1.5
2019-02-14 11:00:00+00:00,2019-02-15 02:00:00+00:00,15.0
2019-02-15 10:30:00+00:00,2019-02-15 10:45:00+00:00,0.25
2019-02-16 05:30:00+00:00,2019-02-16 10:30:00+00:00,5.0
2019-02-16 21:15:00+00:00,2019-02-17 01:45:00+00:00,4.5
2019-02-17 12:30:00+00:00,2019-02-17 13:15:00+00:00,0.75
2019-02-17 16:15:00+00:00,2019-02-17 16:30:00+00:00,0.25
2019-02-17 22:15:00+00:00,2019-02-18 01:15:00+00:00,3.0
2019-02-18 03:15:00+00:00,2019-02-18 05:30:00+00:00,2.25
2019-02-18 11:45:00+00:00,2019-02-18 12:00:00+00:00,0.25
2019-02-19 14:45:00+00:00,2019-02-20 01:30:00+00:00,10.75
2019-02-24 07:15:00+00:00,2019-02-24 07:45:00+00:00,0.5
2019-02-24 14:45:00+00:00,2019-02-24 15:00:00+00:00,0.25
2019-02-25 16:15:00+00:00,2019-02-25 16:30:00+00:00,0.25
2019-02-26 04:15:00+00:00,2019-02-26 08:45:00+00:00,4.5
2019-02-26 10:00:00+00:00,2019-02-26 18:45:00+00:00,8.75
2019-02-27 06:45:00+00:00,2019-02-27 10:45:00+00:00,4.0
2019-03-05 11:45:00+00:00,2019-03-05 12:00:00+00:00,0.25
2019-03-06 13:00:00+00:00,2019-03-06 14:15:00+00:00,1.25
2019-03-13 11:45:00+00:00,2019-03-13 12:00:00+00:00,0.25
2019-03-29 14:45:00+00:00,2019-03-29 18:00:00+00:00,3.25
2019-04-11 06:00:00+00:00,2019-04-11 06:30:00+00:00,0.5
2019-04-13 11:00:00+00:00,2019-04-13 11:45:00+00:00,0.75
2019-04-13 15:15:00+00:00,2019-04-13 17:00:00+00:00,1.75
2019-04-13 19:00:00+00:00,2019-04-13 19:30:00+00:00,0.5
2019-04-21 11:45:00+00:00,2019-04-21 12:15:00+00:00,0.5
2019-04-27 06:30:00+00:00,2019-04-27 11:15:00+00:00,4.75
2019-04-28 00:15:00+00:00,2019-04-28 01:45:00+00:00,1.5
2019-04-29 02:00:00+00:00,2019-04-29 03:15:00+00:00,1.25
2019-04-29 22:50:00+00:00,2019-04-30 01:00:00+00:00,2.1666666666666665
2019-05-03 11:15:00+00:00,2019-05-03 13:00:00+00:00,1.75
2019-05-03 22:00:00+00:00,2019-05-04 00:00:00+00:00,2.0
2019-05-04 19:15:00+00:00,2019-05-04 22:15:00+00:00,3.0
2019-05-09 16:15:00+00:00,2019-05-09 16:45:00+00:00,0.5
2019-05-14 16:15:00+00:00,2019-05-14 17:00:00+00:00,0.75
2019-05-18 13:15:00+00:00,2019-05-18 14:00:00+00:00,0.75
2019-05-19 17:00:00+00:00,2019-05-19 17:45:00+00:00,0.75
2019-06-04 00:45:00+00:00,2019-06-04 01:15:00+00:00,0.5
2019-06-18 01:00:00+00:00,2019-06-18 02:15:00+00:00,1.25
2019-06-24 02:00:00+00:00,2019-06-24 04:15:00+00:00,2.25
2019-06-24 18:15:00+00:00,2019-06-24 18:45:00+00:00,0.5
2019-06-25 16:30:00+00:00,2019-06-25 18:15:00+00:00,1.75
2019-06-26 02:30:00+00:00,2019-06-26 03:45:00+00:00,1.25
2019-06-26 05:45:00+00:00,2019-06-26 20:15:00+00:00,14.5
2019-07-01 17:00:00+00:00,2019-07-01 18:45:00+00:00,1.75
2019-07-15 17:00:00+00:00,2019-07-15 17:30:00+00:00,0.5
2019-07-31 13:00:00+00:00,2019-07-31 13:15:00+00:00,0.25
2019-08-06 03:15:00+00:00,2019-08-06 04:15:00+00:00,1.0
2019-08-06 22:30:00+00:00,2019-08-06 23:00:00+00:00,0.5
2019-08-07 23:45:00+00:00,2019-08-08 01:45:00+00:00,2.0
2019-08-17 14:45:00+00:00,2019-08-17 15:15:00+00:00,0.5
2019-09-01 14:15:00+00:00,2019-09-01 15:30:00+00:00,1.25
2019-09-04 11:15:00+00:00,2019-09-04 11:45:00+00:00,0.5
2019-09-13 18:15:00+00:00,2019-09-13 18:45:00+00:00,0.5
2019-09-14 04:05:00+00:00,2019-09-14 04:20:00+00:00,0.25
2019-09-14 22:15:00+00:00,2019-09-15 00:15:00+00:00,2.0
2019-09-16 06:00:00+00:00,2019-09-16 10:10:00+00:00,4.166666666666667
2019-09-20 22:45:00+00:00,2019-09-21 00:50:00+00:00,2.0833333333333335
2019-09-21 06:45:00+00:00,2019-09-21 08:20:00+00:00,1.5833333333333333
2019-09-21 11:35:00+00:00,2019-09-21 12:05:00+00:00,0.5
2019-09-21 21:05:00+00:00,2019-09-21 22:10:00+00:00,1.0833333333333333
2019-09-23 21:50:00+00:00,2019-09-23 22:45:00+00:00,0.9166666666666666
2019-09-25 15:10:00+00:00,2019-09-25 16:35:00+00:00,1.4166666666666667
2019-09-26 22:35:00+00:00,2019-09-27 03:30:00+00:00,4.916666666666667
2019-09-28 14:10:00+00:00,2019-09-28 16:45:00+00:00,2.5833333333333335
2019-09-30 18:30:00+00:00,2019-09-30 18:40:00+00:00,0.16666666666666666
2019-10-03 12:10:00+00:00,2019-10-03 12:55:00+00:00,0.75
2019-10-03 17:00:00+00:00,2019-10-03 20:15:00+00:00,3.25
2019-10-04 08:15:00+00:00,2019-10-04 10:05:00+00:00,1.8333333333333333
2019-10-07 07:05:00+00:00,2019-10-07 10:20:00+00:00,3.25
2019-10-08 06:15:00+00:00,2019-10-08 09:15:00+00:00,3.0
2019-10-08 11:20:00+00:00,2019-10-08 14:15:00+00:00,2.9166666666666665
2019-10-11 01:30:00+00:00,2019-10-11 01:55:00+00:00,0.4166666666666667
2019-10-11 10:20:00+00:00,2019-10-11 11:35:00+00:00,1.25
2019-10-11 15:05:00+00:00,2019-10-11 18:15:00+00:00,3.1666666666666665
2019-10-16 20:10:00+00:00,2019-10-16 21:40:00+00:00,1.5
2019-10-18 16:25:00+00:00,2019-10-18 16:45:00+00:00,0.3333333333333333
2019-10-18 20:50:00+00:00,2019-10-18 21:40:00+00:00,0.8333333333333334
2019-10-20 07:05:00+00:00,2019-10-20 08:55:00+00:00,1.8333333333333333
2019-10-20 19:35:00+00:00,2019-10-20 21:40:00+00:00,2.0833333333333335
2019-10-29 12:30:00+00:00,2019-10-29 15:05:00+00:00,2.5833333333333335
2019-10-29 22:10:00+00:00,2019-10-30 02:20:00+00:00,4.166666666666667
2019-10-31 00:25:00+00:00,2019-10-31 02:05:00+00:00,1.6666666666666667
2019-11-08 04:35:00+00:00,2019-11-08 06:05:00+00:00,1.5
2019-11-11 20:10:00+00:00,2019-11-11 20:25:00+00:00,0.25
2019-11-17 22:05:00+00:00,2019-11-17 22:25:00+00:00,0.3333333333333333
2019-11-18 00:35:00+00:00,2019-11-18 01:30:00+00:00,0.9166666666666666
2019-11-19 18:05:00+00:00,2019-11-19 19:10:00+00:00,1.0833333333333333
2019-11-21 13:20:00+00:00,2019-11-21 16:00:00+00:00,2.6666666666666665
2019-11-22 12:40:00+00:00,2019-11-22 13:40:00+00:00,1.0
2019-12-01 12:25:00+00:00,2019-12-01 14:05:00+00:00,1.6666666666666667
2019-12-03 10:25:00+00:00,2019-12-03 10:30:00+00:00,0.08333333333333333
2019-12-03 17:25:00+00:00,2019-12-03 17:55:00+00:00,0.5
2019-12-05 22:45:00+00:00,2019-12-05 23:10:00+00:00,0.4166666666666667
2019-12-06 12:45:00+00:00,2019-12-06 18:25:00+00:00,5.666666666666667
2019-12-13 08:35:00+00:00,2019-12-13 13:55:00+00:00,5.333333333333333
2019-12-14 19:55:00+00:00,2019-12-14 21:15:00+00:00,1.3333333333333333
2019-12-16 13:20:00+00:00,2019-12-16 13:45:00+00:00,0.4166666666666667
2019-12-16 21:25:00+00:00,2019-12-16 23:45:00+00:00,2.3333333333333335
2019-12-21 09:15:00+00:00,2019-12-21 11:00:00+00:00,1.75
2019-12-25 20:00:00+00:00,2019-12-26 05:35:00+00:00,9.583333333333334
2019-12-28 08:10:00+00:00,2019-12-28 08:40:00+00:00,0.5
2019-12-28 13:00:00+00:00,2019-12-28 14:35:00+00:00,1.5833333333333333
2020-01-02 10:50:00+00:00,2020-01-02 12:40:00+00:00,1.8333333333333333
2020-01-02 22:05:00+00:00,2020-01-03 02:50:00+00:00,4.75
