campaign_id,detected,n_alarms_in_window,lead_lag_minutes
7,True,2,-20.0
8,True,2,1184.0
9,True,1,-25.0
10,True,2,235.0
11,True,2,-205.0
12,True,2,-285.0
13,True,1,-21.0
14,True,1,-215.0
15,True,2,-305.0
16,True,1,-5.0
17,True,1,-106.0
18,True,4,-41.0
19,True,2,-86.0
20,True,2,-11.0
21,True,3,-66.0
22,False,0,
23,True,1,-75.0
24,True,2,-295.0
25,True,1,-155.0
26,True,1,-140.0
