campaign_id,detected,n_alarms_in_window,lead_lag_minutes
7,True,1,-20.0
8,True,1,1184.0
9,True,1,-60.0
10,False,0,
11,True,1,-170.0
12,True,1,-275.0
13,True,1,-16.0
14,True,1,-240.0
15,True,2,-250.0
16,True,1,5.0
17,True,1,-96.0
18,True,2,-51.0
19,True,1,-121.0
20,False,0,
21,False,0,
22,True,1,-190.0
23,True,1,-70.0
24,True,1,-80.0
25,True,1,-65.0
26,False,0,
